Date,Open,High,Low,Close,Adj Close,Volume
2021-07-30,280.244995,280.500000,274.209991,275.529999,275.529999,11693300
2021-08-02,276.885010,276.885010,270.429993,270.989990,270.989990,10082800
2021-08-03,272.059998,274.540009,269.570007,273.500000,273.500000,8323000
2021-08-04,274.071014,276.092987,270.670013,275.500000,275.500000,6616900
2021-08-05,277.100006,280.959991,275.820007,280.670013,280.670013,7354200
2021-08-06,280.000000,282.369995,276.869995,279.540009,279.540009,6086300
2021-08-09,280.220001,281.100006,277.459991,278.149994,278.149994,3823000
2021-08-10,278.940002,280.489990,272.500000,274.369995,274.369995,6264100
2021-08-11,277.441986,278.234985,273.130005,276.410004,276.410004,5785900
2021-08-12,274.250000,276.804993,273.059998,274.589996,274.589996,4509100
2021-08-13,276.170013,276.809998,274.609985,274.910004,274.910004,4097200
2021-08-16,273.730011,279.190002,273.559998,278.279999,278.279999,5283700
2021-08-17,275.250000,275.545013,269.079987,271.100006,271.100006,7966100
2021-08-18,271.010010,272.769989,268.480011,268.839996,268.839996,4830900
2021-08-19,267.190002,272.010010,266.602997,270.579987,270.579987,5119900
2021-08-20,269.540009,273.934998,269.540009,272.959991,272.959991,4179500
2021-08-23,275.750000,278.290009,273.019989,276.980011,276.980011,5507500
2021-08-24,278.929993,279.579987,276.509003,279.510010,279.510010,3542600
2021-08-25,279.816010,279.829987,276.769989,277.690002,277.690002,4392600
2021-08-26,277.890015,278.679993,273.519989,273.619995,273.619995,3626400
2021-08-27,274.029999,278.890015,273.670013,278.329987,278.329987,3917000
2021-08-30,279.609985,290.406006,279.079987,288.470001,288.470001,14631000
2021-08-31,290.929993,292.649994,284.339996,288.660004,288.660004,8911800
2021-09-01,290.100006,290.899994,286.359985,286.750000,286.750000,5568300
2021-09-02,288.899994,288.899994,285.250000,285.529999,285.529999,4645500
2021-09-03,285.029999,290.380005,284.399994,289.130005,289.130005,5285700
2021-09-07,290.410004,293.679993,288.040009,293.260010,293.260010,6787500
2021-09-08,296.549988,296.700012,283.329987,285.230011,285.230011,11039300
2021-09-09,287.450012,289.369995,285.079987,286.880005,286.880005,4170000
2021-09-10,288.600006,289.000000,284.109985,284.320007,284.320007,3816600
2021-09-13,286.720001,287.190002,277.799988,280.489990,280.489990,4836500
2021-09-14,281.843994,283.170013,279.709991,282.239990,282.239990,4216700
2021-09-15,284.209991,285.750000,279.500000,282.429993,282.429993,4056800
2021-09-16,281.040009,283.690002,280.390015,282.970001,282.970001,3606700
2021-09-17,282.179993,282.500000,275.920013,276.339996,276.339996,8117200
2021-09-20,271.549988,273.000000,265.679993,269.910004,269.910004,7728300
2021-09-21,271.750000,272.299011,267.799988,269.489990,269.489990,4326100
2021-09-22,270.459991,273.470001,266.500000,272.339996,272.339996,5574100
2021-09-23,274.450012,279.950012,273.779999,279.100006,279.100006,5409600
2021-09-24,276.019989,278.329987,274.690002,278.109985,278.109985,3985800
2021-09-27,274.779999,276.779999,272.186005,273.390015,273.390015,4614900
2021-09-28,269.894989,271.440002,261.679993,262.190002,262.190002,8352400
2021-09-29,263.510010,264.459991,256.890015,259.000000,259.000000,6829100
2021-09-30,259.649994,263.470001,258.730011,260.209991,260.209991,5321700
2021-10-01,261.454987,265.820007,260.109985,264.649994,264.649994,4560400
2021-10-04,261.838013,262.570007,251.589996,255.009995,255.009995,7267200
2021-10-05,255.220001,262.769989,253.589996,260.149994,260.149994,6326600
2021-10-06,256.290009,264.390015,256.029999,264.059998,264.059998,4615300
2021-10-07,265.950012,268.692993,263.070007,263.540009,263.540009,5276400
2021-10-08,264.954987,265.470001,259.799988,260.059998,260.059998,4095900
2021-10-11,257.929993,260.660004,254.690002,255.050003,255.050003,5031700
2021-10-12,256.000000,257.970001,253.779999,255.850006,255.850006,4289300
2021-10-13,258.730011,261.239990,254.244995,256.359985,256.359985,6024100
2021-10-14,261.500000,267.410004,260.200012,266.450012,266.450012,7850600
2021-10-15,268.700989,269.721008,265.440002,268.350006,268.350006,5007900
2021-10-18,266.390015,270.440002,264.709991,270.329987,270.329987,4367100
2021-10-19,271.010010,273.269989,269.834991,271.700012,271.700012,3985900
2021-10-20,273.000000,273.510010,253.100006,258.359985,258.359985,31271700
2021-10-21,258.609985,258.959991,242.979996,243.210007,243.210007,42508900
2021-10-22,243.729996,246.660004,239.750000,240.399994,240.399994,24170900
2021-10-25,254.955002,255.520004,245.820007,246.880005,246.880005,23046700
2021-10-26,249.449997,249.880005,241.009995,243.000000,243.000000,14404300
2021-10-27,243.850006,244.690002,233.919998,234.940002,234.940002,19043900
2021-10-28,237.000000,237.940002,232.779999,236.830002,236.830002,14288300
2021-10-29,235.429993,238.899994,231.710007,232.589996,232.589996,13010800
2021-11-01,232.699997,233.550003,230.190002,231.279999,231.279999,14054900
2021-11-02,232.539993,232.761002,227.800003,229.460007,229.460007,12676700
2021-11-03,228.330002,230.899994,225.309998,230.380005,230.380005,14178000
2021-11-04,231.610001,231.919998,225.000000,228.220001,228.220001,14158900
2021-11-05,230.000000,230.419998,224.600006,225.779999,225.779999,16665600
2021-11-08,227.960007,230.970001,226.250000,229.419998,229.419998,23213900
2021-11-09,212.399994,212.399994,200.679993,205.419998,205.419998,63995100
2021-11-10,204.100006,208.199997,202.779999,204.639999,204.639999,23585900
2021-11-11,207.919998,208.309998,201.559998,202.029999,202.029999,17712100
2021-11-12,203.250000,210.020004,201.483994,208.300003,208.300003,20954600
2021-11-15,212.220001,214.209000,210.710007,212.539993,212.539993,17433100
2021-11-16,214.889999,215.970001,211.770004,215.669998,215.669998,16697500
2021-11-17,211.145004,213.970001,203.350006,206.270004,206.270004,23095600
2021-11-18,206.990005,207.500000,199.199997,200.500000,200.500000,19980100
2021-11-19,202.190002,202.500000,193.070007,193.610001,193.610001,24607500
2021-11-22,193.619995,193.899994,184.274994,189.479996,189.479996,29956600
2021-11-23,189.154999,190.789993,185.199997,188.050003,188.050003,20004500
2021-11-24,187.000000,189.639999,184.740005,188.710007,188.710007,13359100
2021-11-26,188.380005,193.000000,186.830002,187.789993,187.789993,11080400
2021-11-29,188.919998,189.899994,182.429993,187.240005,187.240005,16308200
2021-11-30,186.470001,188.824997,180.500000,184.889999,184.889999,21144300
2021-12-01,187.770004,190.350006,179.149994,179.320007,179.320007,19491300
2021-12-02,180.104996,188.800003,179.729996,187.149994,187.149994,20422700
2021-12-03,187.729996,187.800003,179.289993,183.929993,183.929993,20737500
2021-12-06,183.410004,186.070007,179.199997,184.860001,184.860001,13303400
2021-12-07,188.669998,192.828003,188.429993,191.020004,191.020004,17772700
2021-12-08,191.949997,197.690002,190.089996,197.350006,197.350006,14433200
2021-12-09,196.059998,196.419998,191.440002,191.750000,191.750000,11550700
2021-12-10,192.940002,194.149994,186.800003,188.509995,188.509995,11908100
2021-12-13,187.500000,190.199997,185.300003,186.380005,186.380005,11812200
2021-12-14,183.740005,189.143005,182.779999,186.800003,186.800003,11414200
2021-12-15,185.119995,191.100006,183.669998,190.660004,190.660004,11278500
2021-12-16,194.166000,195.240005,188.251007,188.750000,188.750000,12326100
2021-12-17,187.005005,187.839996,181.990005,186.199997,186.199997,18899800
2021-12-20,182.529999,184.406006,181.669998,182.679993,182.679993,10906800
2021-12-21,183.179993,189.289993,183.080002,189.139999,189.139999,12515500
2021-12-22,189.160004,191.770004,188.039001,191.679993,191.679993,9541600
2021-12-23,192.470001,192.955994,190.250000,192.009995,192.009995,7762000
2021-12-27,192.389999,193.919998,191.080002,192.009995,192.009995,8351800
2021-12-28,192.190002,194.000000,189.110001,190.100006,190.100006,7969400
2021-12-29,190.029999,191.270004,187.830002,189.970001,189.970001,7038700
2021-12-30,189.610001,193.949997,188.910004,191.880005,191.880005,9634800
2021-12-31,191.449997,192.229996,188.399994,188.580002,188.580002,7360400
2022-01-03,191.410004,196.000000,189.949997,194.940002,194.940002,12788200
2022-01-04,196.000000,196.100006,188.190002,191.139999,191.139999,14198000
2022-01-05,189.865005,194.250000,187.149994,187.160004,187.160004,13227600
2022-01-06,185.520004,195.000000,185.070007,192.270004,192.270004,14206300
2022-01-07,190.020004,193.125000,186.300003,187.600006,187.600006,12627300
2022-01-10,185.750000,185.750000,177.399994,182.949997,182.949997,14701600
2022-01-11,182.990005,192.850006,182.619995,191.520004,191.520004,12867700
2022-01-12,189.699997,191.449997,185.279999,187.199997,187.199997,13588800
2022-01-13,187.779999,190.839996,180.350006,181.009995,181.009995,12779900
2022-01-14,179.149994,182.000000,175.399994,178.419998,178.419998,14374400
2022-01-18,176.960007,179.679993,174.000000,174.460007,174.460007,12721300
2022-01-19,174.350006,177.279999,172.600006,173.550003,173.550003,13715700
2022-01-20,175.009995,179.880005,173.039993,173.279999,173.279999,13992500
2022-01-21,171.800003,172.960007,163.300003,163.539993,163.539993,20051000
2022-01-24,156.110001,162.447998,152.080002,162.169998,162.169998,23632200
2022-01-25,159.800003,160.910004,155.270004,158.199997,158.199997,13268100
2022-01-26,162.089996,165.330002,155.490005,156.979996,156.979996,15966500
2022-01-27,159.432007,162.550003,156.539993,158.110001,158.110001,12657000
2022-01-28,158.369995,163.639999,156.789993,163.520004,163.520004,9861700
2022-01-31,164.440002,172.160004,163.220001,171.940002,171.940002,14260000
2022-02-01,172.770004,176.199997,170.529999,175.800003,175.800003,23286900
2022-02-02,139.889999,139.899994,129.009995,132.570007,132.570007,136264000
2022-02-03,129.949997,131.449997,123.849998,124.300003,124.300003,52101200
2022-02-04,124.389999,126.699997,121.400002,126.080002,126.080002,33103500
2022-02-07,126.580002,129.419998,120.500000,121.410004,121.410004,30384500
2022-02-08,121.019997,123.330002,118.550003,120.260002,120.260002,30862700
2022-02-09,122.209999,123.972000,119.809998,122.940002,122.940002,29475600
2022-02-10,121.540001,125.279999,118.480003,119.019997,119.019997,30012600
2022-02-11,119.650002,120.889999,114.730003,115.290001,115.290001,24624900
2022-02-14,113.620003,116.629997,113.000000,114.120003,114.120003,22787000
2022-02-15,115.415001,116.400002,114.010002,115.459999,115.459999,19007600
2022-02-16,114.699997,114.790001,110.379997,110.540001,110.540001,28938700
2022-02-17,109.989998,111.410004,104.989998,105.199997,105.199997,33972200
2022-02-18,106.000000,106.740997,103.029999,103.650002,103.650002,28157400
2022-02-22,102.150002,105.080002,101.709999,103.169998,103.169998,28422200
2022-02-23,105.019997,105.550003,100.595001,100.720001,100.720001,25263600
2022-02-24,94.739998,105.260002,94.500000,105.019997,105.019997,35400600
2022-02-25,106.150002,111.099998,104.529999,110.940002,110.940002,33806900
2022-02-28,110.309998,113.535004,108.930000,111.930000,111.930000,25719300
2022-03-01,112.730003,112.750000,105.560997,106.510002,106.510002,19597700
2022-03-02,105.610001,107.230003,103.690002,106.610001,106.610001,17023500
2022-03-03,107.660004,107.750000,100.860001,101.339996,101.339996,20330800
2022-03-04,100.239998,102.389999,98.620003,99.910004,99.910004,20151600
2022-03-07,99.570000,100.330002,93.500000,93.610001,93.610001,26529900
2022-03-08,93.040001,98.599998,92.250000,94.900002,94.900002,25130900
2022-03-09,98.120003,100.730003,97.290001,100.220001,100.220001,20811300
2022-03-10,99.050003,99.320000,96.400002,98.550003,98.550003,14703200
2022-03-11,99.750000,99.820000,95.519997,96.570000,96.570000,15117200
2022-03-14,96.044998,100.639999,94.629997,96.870003,96.870003,20988900
2022-03-15,98.675003,100.570000,96.050003,100.459999,100.459999,18032900
2022-03-16,102.379997,107.940002,101.889999,107.919998,107.919998,24840500
2022-03-17,106.559998,112.180000,106.470001,112.160004,112.160004,21950800
2022-03-18,111.529999,119.379997,110.230003,118.769997,118.769997,31923000
2022-03-18,111.529999,119.379997,110.230003,118.769997,118.769997,31997825
